"","X","id","pname","gender","fname","canonical_fname","oname","born_on_year","begin_on_year","begin_on_month","begin_on_day","end_on_year","end_on_month","end_on_day","nationality"
"2435",12835,9919,"Albert Joanness-Marius  Didier",0,"Clerk","Second Division","Publications Service",1904,1937,6,26,1937,6,27,"French"
"2436",12836,9920,"Louis Dierauer",0,"Clerk","Second Division","Economic and Financial Section",1906,1929,7,22,1930,9,30,"Swiss"
"2437",12837,9921,"Aurélien  Digeon",0,"Précis Writer","First Division","Précis-Writing Department",1884,1927,8,23,1927,9,3,"French"
"2438",12838,9922,"Marc Frederic Diserens",0,"Temporary Collaborator","First Division","Information Section",1877,1929,8,26,1929,9,28,"Swiss"
"2439",12839,9923,"Elise Dittert",1,"Tea Messenger","Third Division","Auxiliary Staff",1877,1927,11,9,1927,11,30,"Swiss"
"2440",12840,9923,"Elise Dittert",1,"Tea Messenger","Third Division","Auxiliary Staff",1877,1928,4,27,1937,12,31,"Swiss"
"2441",12841,9924,"Joseph Edmond Dittert",0,"Clerk","Second Division","Central Opium Board",1916,1935,11,11,1946,8,31,"Swiss"
"2442",12842,10476,"Una Gauntlett Thomas",1,"Shorthand Typist","Second Division","Pool",1885,1922,7,10,NA,NA,NA,"British"
"2443",12844,9927,"Marcelle Divorne née Robert",1,"Roneo Operator","Second Division","Duplicating & Multigraph Service",1898,1921,6,30,1940,5,23,"Swiss"
"2444",12845,9927,"Marcelle Divorne née Robert",1,"Roneo Operator","Second Division","Duplicating & Multigraph Service",1898,1946,4,12,1946,4,18,"Swiss"
"2445",12846,9928,"Gertrude Caroline Dixon",1,"Précis Writer","First Division","Précis-Writing Department",1886,1921,3,15,1939,9,1,"British"
"2446",12847,9928,"Gertrude Caroline Dixon",1,"Secretary","First Division","Secretary-General's Office",1886,1919,7,21,1921,3,14,"British"
"2447",12850,10476,"Una Gauntlett Thomas",1,"Shorthand Typist","Second Division","Pool",1885,1923,7,16,1924,1,16,"British"
"2448",12851,10476,"Una Gauntlett Thomas",1,"Shorthand Typist","Second Division","Pool",1885,1924,9,11,1924,12,31,"British"
"2449",12852,10476,"Una Gauntlett Thomas",1,"Shorthand Typist","Second Division","Pool",1885,1929,4,8,1929,9,30,"British"
"2450",12853,10832,"Ursula Anderson",1,"Copyist","Second Division","Pool",1902,1921,NA,NA,1922,1,16,"British"
"2451",12854,10832,"Ursula Anderson",1,"Copyist","Second Division","Pool",1902,1922,1,16,1922,2,28,"British"
"2452",12855,9931,"Henry Dobell",0,"Verbatim Reporter","Second Division","Opium Conference",1875,1924,12,7,NA,NA,NA,"British"
"2453",12856,9931,"Henry Dobell",0,"Verbatim Reporter","Second Division","Opium Conference",1875,1925,2,8,NA,NA,NA,"British"
"2454",12857,9931,"Henry Dobell",0,"Verbatim Reporter","Second Division","Conference on the Control of the International Trade in Arms, Munitions & Implements of War",1875,1925,3,10,NA,NA,NA,"British"
"2455",12858,10832,"Ursula Anderson",1,"Copyist","Second Division","Pool",1902,1922,3,1,1922,8,4,"British"
"2456",12859,10832,"Ursula Anderson",1,"Copyist","Second Division","Pool",1902,1922,8,4,1923,NA,NA,"British"
"2457",12860,9931,"Henry Dobell",0,"Verbatim Reporter","Second Division","Economic Conference",1875,1927,5,8,NA,NA,NA,"British"
"2458",12861,10832,"Ursula Anderson",1,"Stenographer","Second Division","Pool",1902,1925,9,7,1926,NA,NA,"British"
"2459",12862,11015,"Violet Dorothea Round",1,"Shorthand Typist","Second Division","Pool",1900,1924,7,9,1927,3,31,"British"
"2460",12863,10700,"Hilda May Jenkins",1,"Shorthand Typist","Second Division","Distribution of Documents",1887,1932,4,14,1940,5,17,"British"
"2461",12865,9934,"Henry Dobinson",0,"Interpreter","First Division","Translation",1891,1921,9,1,1921,10,8,"British"
"2462",12868,9936,"Liny Doebeli",1,"Cook","Third Division","Auxiliary Staff",1891,1921,1,16,NA,NA,NA,"Swiss"
"2463",12869,9936,"Liny Doebeli",1,"Cook","Third Division","Auxiliary Staff",1891,1927,1,1,1928,3,26,"Swiss"
"2464",12870,9937,"Pierre Doebeli",0,"Assistant","Second Division","Duplicating & Multigraph Service",1917,1938,7,11,1939,9,30,"Swiss"
"2465",12871,8570,"Violet Gladys Fernley",1,"Stenographer","Second Division","Pool",1894,1924,9,1,NA,NA,NA,"British"
"2466",12872,10710,"Winifred Mary White née Hodgson",1,"Shorthand Typist","Second Division","Information Section",1902,1927,8,10,1928,6,30,"British"
"2467",12873,10710,"Winifred Mary White née Hodgson",1,"Shorthand Typist","Second Division","Information Section",1902,1928,7,1,1931,4,6,"British"
"2468",12874,10271,"Violet Slatter",1,"Shorthand Typist","Second Division","Pool",1888,1926,4,26,1926,9,26,"British"
"2469",12875,9940,"Maria Donzallaz",1,"Tea Messenger","Third Division","Auxiliary Staff",1905,1921,8,3,1940,5,31,"Swiss"
"2470",12876,9941,"Simone  Donzallaz",1,"Tea Messenger","Third Division","Auxiliary Staff",1917,1938,1,13,1938,10,31,"Swiss"
"2471",12879,10271,"Violet Slatter",1,"Shorthand Typist","Second Division","Pool",1888,1934,9,12,1934,9,27,"British"
"2472",12881,10271,"Violet Slatter",1,"Shorthand Typist","Second Division","Pool",1888,1935,9,9,1935,9,28,"British"
"2473",12882,10271,"Violet Slatter",1,"Shorthand Typist","Second Division","Pool",1888,1936,9,21,1936,10,10,"British"
"2474",12883,9943,"Emilie Marie Dorier née Petter",1,"Cleaner","Third Division","Auxiliary Staff",1909,1936,2,10,1943,3,17,"Swiss"
"2475",12884,9944,"Yvonne Dottrens",1,"Lector","Second Division","Publications Service",1898,1925,8,21,1925,9,1,"Swiss"
"2476",12885,10271,"Violet Slatter",1,"Shorthand Typist","Second Division","Pool",1888,1938,9,19,1938,9,29,"British"
"2477",12886,9944,"Yvonne Dottrens",1,"Lector","Second Division","Publications Service",1898,NA,NA,NA,1926,3,7,"Swiss"
"2478",12887,9124,"William Franklin Mellor",0,"Secretary Shorthand-Typist","Second Division","Health Section",1897,1926,5,10,1933,12,31,"British"
"2479",12888,9944,"Yvonne Dottrens",1,"Copyist","Second Division","International Passport Conference",1898,1926,5,12,NA,NA,NA,"Swiss"
"2480",12889,9944,"Yvonne Dottrens",1,"Copyist","Second Division","Disarmement Conference",1898,1926,5,19,NA,NA,NA,"Swiss"
"2481",12890,9944,"Yvonne Dottrens",1,"Copyist","Second Division","Disarmement Conference",1898,1926,6,22,NA,NA,NA,"Swiss"
"2482",12891,9944,"Yvonne Dottrens",1,"Copyist","Second Division","Commission of the Enquiry into Traffic of Women & Children in the East",1898,1926,7,7,1926,7,10,"Swiss"
"2483",12892,9124,"William Franklin Mellor",0,"Secretary-Shorthand-Typist","Second Division","Health Section",1897,1935,1,28,1940,5,17,"British"
"2484",12893,9124,"William Franklin Mellor",0,"Secretary-Shorthand-Typist","Second Division","Pool",1897,1934,1,1,1935,1,27,"British"
"2485",12894,9503,"Winfred Muriel Oberdorff née McKay",1,"Copyist","Second Division","Pool",1903,1938,10,1,1940,5,17,"British"
"2486",12895,9503,"Winfred Muriel Oberdorff née McKay",1,"Copyist","Second Division","Pool",1903,1945,9,18,1945,10,7,"British"
"2487",12896,10208,"Winifred Edith Seabrook",1,"Shorthand Typist","Second Division","Pool",1901,1928,6,18,1928,7,NA,"British"
"2488",12897,9591,"Winifred Evelyn Parsons",1,"Shorthand Typist","Second Division","Pool",1898,1930,3,10,1930,4,30,"British"
"2489",12898,9989,"Winifred Harvie Duncan",1,"Shorthand Typist","Second Division","Pool",1895,1924,4,14,1924,10,31,"British"
"2490",12899,9356,"Winifred Louise Mitchell",1,"Shorthand Typist","Second Division","Pool",1900,1929,9,2,1929,9,25,"British"
"2491",12900,10710,"Winifred Mary White née Hodgson",1,"Senior Assistant","First Division","Health Section",1902,1938,5,1,1940,1,31,"British"
"2492",12901,11029,"Winifred May Carey",1,"Shorthand Typist","Second Division","Pool",1889,1920,7,26,1932,11,30,"British"
"2493",12902,9951,"Rodolphe Drexler",0,"Roneo Operator","Second Division","Information Section",1890,1924,9,2,NA,NA,NA,"Swiss"
"2494",12903,11029,"Winifred May Carey",1,"Shorthand Typist","Second Division","Pool",1889,1933,9,25,1933,10,11,"British"
"2495",12905,9954,"Ian MacDonald Dron",0,"Translator","First Division","Translation",1912,1936,9,21,1936,10,10,"British"
"2496",12906,9954,"Ian MacDonald Dron",0,"Translator","First Division","Translation",1912,1937,9,13,1937,10,2,"British"
"2497",12907,9955,"René Droz",0,"Driver","Third Division","Auxiliary Staff",1909,1938,9,12,1938,9,30,"Swiss"
"2498",12908,9956,"Gilbert Druz",0,"Cleaner","Third Division","Auxiliary Staff",1901,1936,2,14,1936,2,29,"Swiss"
"2499",12909,9957,"Robert Dubach",0,"Lift Attendant","Third Division","Auxiliary Staff",1895,1923,8,10,1924,10,31,"Swiss"
"2500",12910,9957,"Robert Dubach",0,"Cyclist","Third Division","Auxiliary Staff",1895,1924,11,1,1925,3,8,"Swiss"
"2501",12911,9957,"Robert Dubach",0,"Office Keeper","Third Division","Internal Administration",1895,1925,3,9,1940,5,19,"Swiss"
"2502",12912,9957,"Robert Dubach",0,"Office Keeper","Third Division","Internal Administration",1895,1946,3,11,1946,7,31,"Swiss"
"2503",12913,9958,"Georgette Dubauloz",1,"Cleaner","Third Division","Auxiliary Staff",1905,1935,10,4,1945,11,30,"Swiss"
"2504",12914,9959,"Irène Dubey",1,"Cleaner","Third Division","Auxiliary Staff",NA,1946,4,5,1946,7,31,"Swiss"
"2505",12915,11029,"Winifred May Carey",1,"Shorthand Typist","Second Division","Pool",1889,1934,9,10,1934,9,27,"British"
"2506",12916,9961,"Georges Dubois",0,"Messenger","Second Division","Auxiliary Staff",1906,1924,6,1,1926,9,15,"Swiss"
"2507",12917,9961,"Georges Dubois",0,"Messenger","Second Division","Auxiliary Staff",1906,1928,2,22,1929,1,16,"Swiss"
"2508",12918,9962,"Henriette Dubois",1,"Reader","Second Division","Printing & Publishing Department",1904,1926,5,18,1926,6,24,"Swiss"
"2509",12919,9964,"Maurice Dubois",0,"Messenger","Second Division","Auxiliary Staff",1909,1930,2,14,1939,11,30,"Swiss"
"2510",12920,9965,"Fernand Ducas",0,"Messenger","Second Division","Auxiliary Staff",1904,1924,2,13,1926,9,18,"Swiss"
"2511",12921,9967,"Héléne Marie Ducret-Dépraz",1,"Messenger","Second Division","Duplicating & Multigraph Service",1908,1926,9,6,NA,NA,NA,"Swiss"
"2512",12922,9967,"Héléne Marie Ducret-Dépraz",1,"Messenger","Second Division","Duplicating & Multigraph Service",1908,1926,11,3,1926,11,30,"Swiss"
"2513",12923,9967,"Héléne Marie Ducret-Dépraz",1,"Messenger","Second Division","Duplicating & Multigraph Service",1908,1927,4,28,1927,5,28,"Swiss"
"2514",12924,9967,"Héléne Marie Ducret-Dépraz",1,"Messenger","Second Division","Duplicating & Multigraph Service",1908,1931,5,15,1931,7,13,"Swiss"
"2515",12925,9967,"Héléne Marie Ducret-Dépraz",1,"Messenger","Second Division","Duplicating & Multigraph Service",1908,1931,9,7,1931,9,27,"Swiss"
"2516",12926,9967,"Héléne Marie Ducret-Dépraz",1,"Messenger","Second Division","Duplicating & Multigraph Service",1908,1932,1,25,1932,1,30,"Swiss"
"2517",12927,9967,"Héléne Marie Ducret-Dépraz",1,"Messenger","Second Division","Duplicating & Multigraph Service",1908,1932,2,2,1932,3,18,"Swiss"
"2518",12928,9967,"Héléne Marie Ducret-Dépraz",1,"Messenger","Second Division","Duplicating & Multigraph Service",1908,1932,4,11,1932,7,23,"Swiss"
"2519",12929,9967,"Héléne Marie Ducret-Dépraz",1,"Messenger","Second Division","Duplicating & Multigraph Service",1908,1932,9,26,1932,10,17,"Swiss"
"2520",12930,9968,"Henry Ducrey",0,"Proof-Reader","Second Division","Printing & Publishing Department",1905,1928,9,3,1928,9,26,"French"
"2521",12931,11029,"Winifred May Carey",1,"Shorthand Typist","Second Division","Pool",1889,1936,9,28,1936,10,9,"British"
"2522",12932,10438,"Winifred Preedy Turnbull",1,"Shorthand Typist","Second Division","Pool",1896,1924,5,19,1928,9,30,"British"
"2523",12933,11473,"Winifred R. Robinson",1,"Shorthand Typist","Second Division","Pool",NA,1919,12,23,NA,NA,NA,"British"
"2524",12936,9971,"Edmond Albert Dufey",0,"Clerk","Second Division","Economic Relations Section",1902,1928,1,9,1940,5,17,"Swiss"
"2525",12937,9972,"Pierre Duflon",0,"Messenger","Second Division","Distribution of Documents",1903,1932,1,20,1932,3,18,"Swiss"
"2526",12938,9972,"Pierre Duflon",0,"Messenger","Second Division","Distribution of Documents",1903,1932,4,11,1932,6,18,"Swiss"
"2527",12939,9972,"Pierre Duflon",0,"Clerk","Second Division","Central Opium Board",1903,1932,6,27,1932,7,24,"Swiss"
"2528",12941,9974,"Pierre Raymond Albert  Dufour",0,"Messenger","Second Division","Auxiliary Staff",1915,1935,11,18,1937,2,28,"Swiss"
"2529",12942,9974,"Pierre Raymond Albert  Dufour",0,"Driver","Third Division","Auxiliary Staff",1915,1937,3,1,1941,1,3,"Swiss"
"2530",12943,9974,"Pierre Raymond Albert  Dufour",0,"Driver","Third Division","Auxiliary Staff",1915,1944,10,25,1945,4,3,"Swiss"
"2531",12944,9974,"Pierre Raymond Albert  Dufour",0,"Driver","Third Division","Auxiliary Staff",1915,1946,3,11,1946,4,18,"Swiss"
"2532",12945,9975,"Vincent Dufour",0,"Messenger","Second Division","Auxiliary Staff",1913,1936,2,3,1940,9,15,"Swiss"
"2533",12946,9976,"George Pierre Dufresne",0,"Inspector-Reviser","Second Division","League of Nations",1897,1931,4,16,1939,5,31,"Swiss"
"2534",12948,10849,"A.  Maillart",0,"Stenographer","Second Division","Pool",NA,1946,4,6,1946,4,18,"French"
"2535",12949,11471,"Adrien Jean Gabriel Marie Joseph Robinet de Cléry",0,"French Translator","First Division","Pool",1891,1931,2,23,1931,4,2,"French"
"2536",12950,9978,"Jean Duhamel",0,"Translator","First Division","International Financial Conference",NA,1920,9,23,NA,NA,NA,"French"
"2537",12951,11196,"Adrien Lelioux",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1881,1926,3,8,1926,3,17,"French"
"2538",12952,11196,"Adrien Lelioux",0,"Verbatim Reporter","Second Division","Pool",1881,1930,3,17,1930,3,19,"French"
"2539",12953,11196,"Adrien Lelioux",0,"Verbatim Reporter","Second Division","Pool",1881,1930,9,10,1930,10,4,"French"
"2540",12954,11196,"Adrien Lelioux",0,"Verbatim Reporter","Second Division","Pool",1881,1930,11,7,1930,11,19,"French"
"2541",12955,10554,"Adrien Paul Vaudequin",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1890,1923,8,30,NA,NA,NA,"French"
"2542",12956,9981,"Jeanne Dulong",1,"Translator","First Division","Translation",1899,1930,1,23,1930,4,30,"French"
"2543",12957,9982,"Eugène Louis Dumont",0,"Messenger","Second Division","Auxiliary Staff",1917,1936,9,21,1936,10,10,"Swiss"
"2544",12958,9982,"Eugène Louis Dumont",0,"Messenger","Second Division","Auxiliary Staff",1917,1936,12,10,1936,12,17,"Swiss"
"2545",12959,9982,"Eugène Louis Dumont",0,"Messenger","Second Division","Auxiliary Staff",1917,1937,1,21,1937,1,27,"Swiss"
"2546",12961,10554,"Adrien Paul Vaudequin",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1890,1926,8,29,NA,NA,NA,"French"
"2547",12962,10554,"Adrien Paul Vaudequin",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1890,1924,4,17,NA,NA,NA,"French"
"2548",12963,10341,"Aimée Camille Yel-North",1,"Shorthand Typist","Second Division","Pool",1897,1926,9,1,1926,10,31,"French"
"2549",12964,9985,"Suzanne Elise Dumont ex. Mrs. Egger",1,"Cleaner","Third Division","Auxiliary Staff",1897,1927,12,1,1946,7,31,"Swiss"
"2550",12965,10594,"Alice Aimée Vincent",1,"Shorthand Typist","Second Division","Pool",1918,1938,7,25,1938,9,30,"French"
"2551",12966,10784,"Margaret Emily Wood",1,"Shorthand Typist","Second Division","Social Questions and Opium Traffic Section",1903,1932,3,3,1935,4,4,"British"
"2552",12967,9239,"Alice Camus",1,"Shorthand Typist","Second Division","General Assemblies Staff",1895,1921,8,30,1922,NA,NA,"French"
"2553",12968,9239,"Alice Camus",1,"Shorthand Typist","Second Division","General Assemblies Staff",1895,1926,3,8,NA,NA,NA,"French"
"2554",12969,9986,"Alice Eugénie Dumontier",1,"Shorthand Typist","Second Division","Pool",1893,1934,1,1,1940,5,17,"French"
"2555",12970,9986,"Alice Eugénie Dumontier",1,"Shorthand Typist","Second Division","Pool",1893,1945,4,16,1945,6,27,"French"
"2556",12971,9987,"Madeleine Dunand née Hominal",1,"Clerk","Second Division","Distribution of Documents",1904,1926,5,15,1940,5,18,"Swiss"
"2557",12972,9988,"Ernest Dunand",0,"Driver","Third Division","Auxiliary Staff",1896,1930,9,8,1930,10,4,"Swiss"
"2558",12973,9986,"Alice Eugénie Dumontier",1,"Shorthand Typist","Second Division","Pool",1893,1946,8,1,1946,10,31,"French"
"2559",12974,9989,"Winifred Harvie Duncan",1,"Secretary","First Division","International Labour Organisation Conference ",1895,1924,11,24,1940,5,20,"British"
"2560",12975,10568,"Alice Vergnangeal",1,"Shorthand Typist","Second Division","Pool",NA,1921,9,2,NA,NA,NA,"French"
"2561",12976,10697,"Aline Alexandre",1,"Shorthand Typist","Second Division","Pool",1889,1920,10,27,1922,1,1,"French"
"2562",12978,9991,"Alfred Dupasquier",0,"Messenger","Second Division","Economic and Financial Section",1906,1920,11,15,1923,5,12,"Swiss"
"2563",12979,9992,"Joseph Paul Michel Duploye",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1875,1930,9,10,1930,10,4,"French"
"2564",12980,9992,"Joseph Paul Michel Duploye",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1875,1930,11,17,1930,11,26,"French"
"2565",12981,10697,"Aline Alexandre",1,"Bilingual Shorthand-Typist","Second Division","Pool",1889,1922,1,1,1922,10,31,"French"
"2566",12982,10697,"Aline Alexandre",1,"Bilingual Shorthand-Typist","Second Division","Pool",1889,1923,1,1,1926,8,18,"French"
"2567",12983,10697,"Aline Alexandre",1,"Bilingual Shorthand-Typist","Second Division","Health Section",1889,1926,8,18,1927,5,1,"French"
"2568",12984,9994,"Marguerite Dupont",1,"Lon Duplicator","Second Division","Duplicating & Multigraph Service",1894,1931,9,1,1931,9,27,"Swiss"
"2569",12985,9994,"Marguerite Dupont",1,"Lon Duplicator","Second Division","Duplicating & Multigraph Service",1894,1932,9,26,1932,10,17,"Swiss"
"2570",12986,10697,"Aline Alexandre",1,"Bilingual Shorthand-Typist","Second Division","Pool",1889,1927,5,1,1934,9,30,"French"
"2571",12988,9997,"Rudolphe Dupuis",0,"Driver","Third Division","Auxiliary Staff",1884,1925,9,7,1925,9,23,"Swiss"
"2572",12989,9998,"Héléne Renée Dupuy",1,"Telephone Operator","Third Division","Paris Office",1902,1931,5,15,1931,5,16,"French"
"2573",12990,9998,"Héléne Renée Dupuy",1,"Telephone Operator","Third Division","Paris Office",1902,1931,7,13,1931,7,31,"French"
"2574",12991,9998,"Héléne Renée Dupuy",1,"Telephone Operator","Third Division","Paris Office",1902,1931,8,26,1931,9,1,"French"
"2575",12992,8525,"Alphonsine Dancet",1,"Lon Duplicator","Second Division","Pool",NA,1923,9,1,1929,9,29,"French"
"2576",12993,8525,"Alphonsine Dancet",1,"Lon Duplicator","Second Division","Pool",NA,1923,10,15,1923,11,3,"French"
"2577",12997,10003,"Marguerite Duret",1,"Clerk","Second Division","Translation",1905,1927,3,7,1939,5,31,"Swiss"
"2578",12999,10005,"Maria Charlotte Duvillard",1,"Cleaner","Third Division","Auxiliary Staff",1909,1936,2,10,1937,12,31,"Swiss"
"2579",13000,10822,"André Amédé",0,"Verbatim Reporter","Second Division","Pool",1885,1927,5,6,1930,3,12,"French"
